City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,springs,-26.25,28.4,22.59,89,87,2.04,ZA,1738371871
277,nemuro,43.3236,145.575,-1.4,74,49,6.04,JP,1738371737
278,inari,68.906,27.0288,-10.85,97,100,0.8,FI,1738371875
279,horta,38.5333,-28.6333,17.8,92,75,8.49,PT,1738371876
280,alnwick,55.4132,-1.7056,3.71,87,100,1.54,GB,1738371877
281,kenai,60.5544,-151.2583,-11.59,69,0,3.09,US,1738371878
282,midvagur,62.0511,-7.1939,7.46,76,100,10.29,FO,1738371879
283,college,64.8569,-147.8028,-26.63,73,20,0.0,US,1738371880
284,lompoc,34.6391,-120.4579,13.72,74,75,4.63,US,1738371859
285,saskatoon,52.1168,-106.6345,-14.01,84,100,10.29,CA,1738371717
286,santa marta,11.2408,-74.199,31.03,51,20,4.63,CO,1738371698
287,sungai raya,0.7,108.9,26.02,79,100,2.77,ID,1738371886
288,chornomors'k,46.305,30.6548,7.55,85,100,2.88,UA,1738371887
289,jeddah,21.5169,39.2192,22.92,64,20,1.54,SA,1738371612
290,dongcun,36.7767,121.1597,0.63,66,100,3.75,CN,1738371890
291,dobryanka,58.4619,56.4165,0.72,99,100,3.15,RU,1738371891
292,kegeyli shahar,42.7767,59.6078,-0.93,81,8,2.89,UZ,1738371892
293,mandalgovi,45.7625,106.2708,-17.08,84,51,3.7,MN,1738371894
294,greymouth,-42.4667,171.2,18.81,59,2,3.8,NZ,1738371895
295,rebrikha,53.0733,82.3408,-18.4,96,93,3.29,RU,1738371896
296,trincomalee,8.5711,81.2335,26.63,81,13,5.01,LK,1738371897
297,jumla,29.2747,82.1838,-0.5,17,0,3.45,NP,1738371898
298,zapresic,45.8564,15.8078,6.14,77,100,2.43,HR,1738371899
299,yeysk,46.6989,38.2792,4.01,87,100,4.02,RU,1738371900
300,beyneu,45.3167,55.2,0.57,79,79,3.23,KZ,1738371901
301,kargasok,59.0556,80.8572,-28.36,100,97,1.38,RU,1738371902
302,nushki,29.5542,66.0215,3.71,64,0,0.12,PK,1738371903
303,lubz,53.4626,12.0292,2.28,89,100,3.01,DE,1738371905
304,petauke,-14.2426,31.3253,17.77,95,88,1.12,ZM,1738371906
305,cadale,2.7603,46.3222,23.18,81,6,8.32,SO,1738371907
306,flying fish cove,-10.4217,105.6791,26.82,89,100,5.66,CX,1738371908
307,silchar,24.8167,92.8,15.43,86,0,1.94,IN,1738371909
308,vilyuchinsk,52.9306,158.4028,-1.85,69,100,2.6,RU,1738371911
309,petrinja,45.4375,16.29,6.55,74,100,3.47,HR,1738371912
310,alaghsas,17.0187,8.0168,18.29,20,100,6.37,NE,1738371913
311,alindao,5.0267,21.2088,23.93,28,5,1.77,CF,1738371914
312,gizo,-8.103,156.8419,29.35,72,100,6.2,SB,1738371915
313,frontera,26.9333,-101.45,20.74,17,0,1.34,MX,1738371918
314,grande prairie,55.1667,-118.8027,-18.9,71,100,3.6,CA,1738371802
315,goz beida,13.95,20.55,17.1,18,5,3.16,TD,1738371920
316,brisas de zicatela,15.8369,-97.0419,25.89,74,0,0.8,MX,1738371922
317,porto novo,6.4965,2.6036,28.9,79,18,3.28,BJ,1738371923
318,mount gambier,-37.8333,140.7667,27.97,25,0,1.13,AU,1738371926
319,coatzintla,20.4833,-97.45,22.32,78,100,3.09,MX,1738371927
320,kolondieba,11.0882,-6.8926,22.55,16,4,2.48,ML,1738371928
321,nova sintra,14.8667,-24.7167,22.47,71,0,11.56,CV,1738371929
322,buckhannon,38.994,-80.232,11.49,85,100,5.66,US,1738371930
323,manay,7.215,126.5397,27.6,68,6,2.95,PH,1738371931
324,tralee,52.2704,-9.7026,5.47,93,100,3.61,IE,1738371932
325,manturovo,58.3353,44.7619,-0.39,94,100,3.07,RU,1738371933
326,'alaqahdari dishu,30.4374,63.313,3.66,56,0,2.84,AF,1738371934
327,santo antonio,-6.3106,-35.4789,25.59,65,2,3.19,BR,1738371936
328,nagqu,31.5,92.0,-3.2,7,0,10.38,CN,1738371937
329,as sulayyil,20.4607,45.5779,12.41,45,0,2.6,SA,1738371938
330,port saint john's,-31.6229,29.5448,22.43,90,100,3.81,ZA,1738371939
331,belmopan,17.25,-88.7667,22.86,97,0,1.27,BZ,1738371833
332,crockett,31.3182,-95.4566,11.99,62,0,0.0,US,1738371942
333,island harbour,50.724,-1.2758,6.78,90,76,0.45,GB,1738371943
334,borogontsy,62.6683,131.1683,-41.4,100,83,0.56,RU,1738371944
335,praia da vitoria,38.7333,-27.0667,18.14,88,75,9.93,PT,1738371945
336,cockburn town,21.4612,-71.1419,25.14,84,28,11.53,TC,1738371946
337,luz,-19.8014,-45.6856,20.9,90,100,0.98,BR,1738371947
338,kingscliff,-28.2667,153.5667,28.89,70,75,7.72,AU,1738371948
339,bay roberts,47.5999,-53.2648,-3.3,89,100,2.24,CA,1738371949
340,ciudad lazaro cardenas,17.9583,-102.2,25.03,70,0,3.1,MX,1738371950
341,petawawa,45.9001,-77.3328,-10.12,74,100,0.89,CA,1738371951
342,zhosaly,45.4878,64.0781,-3.11,89,98,2.02,KZ,1738371952
343,nguigmi,14.2495,13.1092,17.69,23,0,5.93,NE,1738371954
344,codrington,-38.2667,141.9667,25.59,37,0,4.61,AU,1738371955
345,kourou,5.1552,-52.6478,24.47,85,8,3.95,GF,1738371956
346,new norfolk,-42.7826,147.0587,21.62,47,23,1.89,AU,1738371957
347,fort bragg,35.139,-79.006,20.91,71,75,4.63,US,1738371958
348,san julian,21.0167,-102.1667,18.07,25,5,3.42,MX,1738371959
349,myeik,12.4333,98.6,22.65,88,99,1.84,MM,1738371960
350,nishinoomote,30.7333,131.0,15.31,72,75,6.17,JP,1738371961
351,bridlington,54.0831,-0.1919,5.57,59,100,0.45,GB,1738371844
352,ghormach,35.7306,63.7826,-0.29,80,6,2.73,AF,1738371963
353,dwarka,22.2394,68.9678,20.05,57,37,5.82,IN,1738371735
354,bahraigh,27.5833,81.6,11.8,54,0,1.11,IN,1738371966
355,bunyan,38.8463,35.8603,0.86,49,1,1.02,TR,1738371967
356,auki,-8.7676,160.7034,27.68,88,99,5.14,SB,1738371968
357,neiafu,-18.65,-173.9833,27.38,89,75,4.63,TO,1738371969
358,karatuzskoye,53.6072,92.8667,-10.26,96,100,0.5,RU,1738371970
359,ormara,25.2088,64.6357,16.51,37,0,9.14,PK,1738371972
360,zlotow,53.3635,17.0408,2.66,78,100,4.33,PL,1738371973
361,mora,11.0461,14.1401,18.7,30,16,2.11,CM,1738371975
362,lodwar,3.1191,35.5973,28.88,42,79,2.83,KE,1738371976
363,cidreira,-30.1811,-50.2056,23.24,90,100,2.25,BR,1738371977
364,geraldton,-28.7667,114.6,26.23,65,0,6.69,AU,1738371978
365,hithadhoo,-0.6,73.0833,27.56,77,100,4.48,MV,1738371979
366,porto-vecchio,41.591,9.2795,7.81,100,100,1.03,FR,1738371980
367,greenville,35.6127,-77.3663,20.08,76,0,7.72,US,1738371981
368,badagry,6.4167,2.8833,26.78,83,35,4.03,NG,1738371983
369,ivdel',60.6911,60.4206,-11.9,98,98,0.85,RU,1738371984
370,poronaysk,49.2167,143.1167,-8.05,79,94,4.75,RU,1738371985
371,kstovo,56.1473,44.1979,-0.34,93,100,3.04,RU,1738371986
372,loango,-4.6719,11.8312,27.81,78,20,2.57,CG,1738371987
373,hilo,19.7297,-155.09,25.83,93,100,2.06,US,1738371988
374,souillac,-20.5167,57.5167,27.21,83,75,4.63,MU,1738371989
375,bonthe,7.5264,-12.505,25.02,88,13,1.08,SL,1738371991
376,fort st. john,56.2499,-120.8529,-24.06,77,100,8.75,CA,1738371992
377,kaga bandoro,6.9896,19.1874,22.37,20,100,1.39,CF,1738371993
378,agri,39.6667,43.1667,-10.98,66,63,1.84,TR,1738371995
379,lerwick,60.1545,-1.1494,5.94,73,100,7.33,GB,1738371996
380,hasaki,35.7333,140.8333,8.51,57,95,3.18,JP,1738371998
381,saint-leu,-21.15,55.2833,25.48,100,15,3.59,RE,1738371999
382,watsa,3.0372,29.5355,18.35,41,51,1.08,CD,1738372001
383,changshu city,31.6462,120.7422,7.78,91,100,4.57,CN,1738372002
384,olinda,-8.0089,-34.8553,27.85,74,40,3.6,BR,1738371586
385,santana,-0.0583,-51.1817,27.1,89,0,3.6,BR,1738372004
386,merritt,50.1123,-120.7942,5.18,79,100,1.79,CA,1738372005
387,barysaw,54.2312,28.5049,3.24,75,100,7.36,BY,1738372006
388,douz,33.4663,9.0203,13.46,78,39,9.7,TN,1738372007
389,vrangel',42.7297,133.0839,-8.84,56,0,4.48,RU,1738372008
390,hailun,47.45,126.9333,-22.03,100,100,2.43,CN,1738372009
391,kapuskasing,49.4169,-82.4331,-21.95,71,75,3.6,CA,1738371831
392,ramos arizpe,25.55,-100.9667,15.16,41,0,5.14,MX,1738371795
393,holdrege,40.4403,-99.3698,1.81,55,0,3.09,US,1738372013
394,wadgaon,18.7333,73.65,18.22,48,22,1.13,IN,1738372014
395,mehdia daira de meghila,35.4306,1.7571,3.24,96,15,3.67,DZ,1738372015
396,kolokani,13.5728,-8.0339,19.23,15,17,4.36,ML,1738372016
397,jianshui,23.6363,102.8264,11.29,63,46,1.9,CN,1738372017
398,minas de marcona,-15.2119,-75.1103,17.63,77,52,4.94,PE,1738372019
399,boca chica,18.4537,-69.6111,25.2,88,40,2.06,DO,1738372020
400,djenne,13.9061,-4.5533,21.36,15,0,4.85,ML,1738372021
401,sinnar,13.5691,33.5672,21.18,22,0,5.35,SD,1738371846
402,sebastopol,44.6,33.5333,9.97,85,100,1.47,UA,1738372023
403,sarina,-21.4333,149.2167,26.45,91,100,5.9,AU,1738372024
404,kijang,35.2442,129.2139,4.62,90,100,4.42,KR,1738372025
405,harstad,68.799,16.5293,2.31,85,100,5.81,NO,1738372026
406,novovyazniki,56.1975,42.1711,0.46,91,100,4.06,RU,1738372027
407,manismata,-2.4667,111.0333,25.5,80,100,1.67,ID,1738372028
408,barbacoas,1.6715,-78.1398,24.46,95,100,0.68,CO,1738372030
409,kapa'a,22.0752,-159.319,26.38,72,40,5.14,US,1738372031
410,nadvoitsy,63.8667,34.3167,-6.09,94,100,2.77,RU,1738372032
411,pangkalpinang,-2.1333,106.1333,27.07,75,97,3.67,ID,1738372033
412,severo-yeniseyskiy,60.3725,93.0408,-34.53,100,48,1.19,RU,1738372034
413,chake chake,-5.2459,39.7666,24.81,87,18,3.51,TZ,1738372035
414,porto seguro,-16.4497,-39.0647,27.29,83,0,2.57,BR,1738372037
415,malpica,43.3228,-8.8105,11.8,100,98,2.65,ES,1738372038
416,makarov,48.6333,142.8,-6.06,74,71,1.43,RU,1738372039
417,anna regina,7.2644,-58.5077,25.5,81,100,5.63,GY,1738372040
418,san andres,12.5847,-81.7006,28.01,83,20,7.2,CO,1738372041
419,kiunga,-6.1219,141.2906,23.96,99,100,1.09,PG,1738372042
420,quezon,7.7303,125.0989,26.3,66,80,3.09,PH,1738372043
421,mogok,22.9167,96.5,11.72,51,55,1.23,MM,1738372044
422,alotau,-10.3069,150.4462,32.02,60,95,3.34,PG,1738372046
423,tulare,36.2666,-118.8009,10.95,59,100,0.42,US,1738372014
424,tofol,5.3248,163.0078,28.88,79,75,7.72,FM,1738372048
425,trondheim,63.4305,10.3951,-2.23,94,96,0.45,NO,1738372050
426,nar'yan-mar,67.6713,53.087,-13.89,96,97,3.91,RU,1738372051
427,malango,-2.9627,119.9001,20.42,96,100,1.16,ID,1738372052
428,kinablangan,7.6947,126.5503,26.43,73,5,1.42,PH,1738372053
429,coron,11.9986,120.2043,28.36,69,100,6.65,PH,1738372054
430,constantia,44.1833,28.65,7.61,91,0,2.95,RO,1738372055
431,ambon,-3.6954,128.1814,31.05,100,40,1.03,ID,1738372056
432,ji'an,27.1172,114.9793,10.12,92,100,3.41,CN,1738372057
433,yichang,30.7144,111.2847,5.71,84,100,1.22,CN,1738372058
434,smithers,54.7804,-127.1743,-7.56,96,100,1.14,CA,1738372060
435,khash,28.2211,61.2158,0.53,51,0,2.61,IR,1738372061
436,champerico,14.3,-91.9167,28.11,71,2,4.66,GT,1738372062
437,kudahuvadhoo,2.6708,72.8944,27.22,79,100,4.06,MV,1738372063
438,polyarnyy,69.1989,33.4478,-1.06,98,100,0.87,RU,1738372064
439,imbituba,-28.24,-48.6703,22.37,84,100,1.02,BR,1738371998
440,tsiombe,-25.3,45.4833,23.22,84,66,0.81,MG,1738372036
441,sohagpur,22.7,78.2,16.35,46,4,0.71,IN,1738372068
442,palmer,42.1584,-72.3287,3.06,80,100,1.54,US,1738371795
443,pacific grove,36.6177,-121.9166,12.82,91,100,1.54,US,1738372071
444,mhamid,29.82,-5.72,9.71,31,0,3.63,MA,1738372072
445,isangel,-19.55,169.2667,25.58,89,100,6.4,VU,1738372073
446,salmon arm,50.6998,-119.3024,1.84,96,100,1.41,CA,1738372074
447,nadym,65.5333,72.5167,-20.22,98,94,4.33,RU,1738372075
448,al jawf,29.5,38.75,8.59,67,0,3.82,SA,1738372076
449,tionk essil,12.7856,-16.5217,24.77,14,0,4.98,SN,1738372077
450,viet tri,21.3019,105.4308,19.03,86,100,2.35,VN,1738371829
451,yulinshi,38.2906,109.7494,-1.74,51,81,1.32,CN,1738372079
452,drayton valley,53.2168,-114.9854,-12.17,96,100,3.38,CA,1738372081
453,berezovo,63.9381,65.0419,-25.22,100,100,1.78,RU,1738372082
454,castillos,-34.1667,-53.8333,18.97,85,0,2.09,UY,1738372083
455,lazaro cardenas,17.9583,-102.2,25.03,70,0,3.1,MX,1738372084
456,ouadda,8.0777,22.4007,18.96,25,10,2.49,CF,1738372085
457,mersa matruh,31.3525,27.2453,15.27,70,43,3.9,EG,1738372086
458,azzaba,36.7394,7.1053,11.22,96,100,1.12,DZ,1738372087
459,carolina beach,34.0352,-77.8936,17.83,96,100,0.45,US,1738372088
460,mukalla,14.5425,49.1242,21.31,54,9,1.84,YE,1738372089
461,iquitos,-3.7481,-73.2472,27.02,78,20,0.0,PE,1738371436
462,richards bay,-28.783,32.0377,24.74,93,100,5.57,ZA,1738372091
463,yaren,-0.5472,166.916,27.33,75,6,7.28,NR,1738372092
464,juneau,58.3019,-134.4197,-7.0,63,40,0.0,US,1738372093
465,encheng,22.1839,112.3026,19.9,79,72,1.68,CN,1738372009
466,aras-asan,8.8908,126.3033,26.63,84,15,2.89,PH,1738372095
467,penzance,50.1186,-5.5371,4.31,81,100,3.43,GB,1738372096
468,brady,31.1352,-99.3351,15.25,21,0,2.06,US,1738372097
469,woolgoolga,-30.1106,153.2007,26.93,83,26,6.63,AU,1738372098
470,nicoya,10.1483,-85.452,25.38,76,8,4.43,CR,1738372099
471,oranjemund,-28.55,16.4333,16.37,91,9,3.23,NA,1738372100
472,pitkyaranta,61.5734,31.4792,-3.83,95,94,1.8,RU,1738371879
473,kunduz,36.75,68.75,2.67,69,6,0.92,AF,1738372102
474,rifle,39.5347,-107.7831,4.33,41,0,4.12,US,1738372103
475,turgen,43.4006,77.5933,-9.63,77,62,3.46,KZ,1738372104
476,viedma,-40.8135,-62.9967,16.46,72,0,8.84,AR,1738372105
477,santa elena de uairen,4.6167,-61.1333,19.66,80,97,2.29,VE,1738372107
478,siwa oasis,29.2041,25.5195,13.29,64,57,3.18,EG,1738372109
479,billingshurst,51.0192,-0.4541,5.7,94,100,2.04,GB,1738372110
480,pangai,-19.8,-174.35,27.76,74,82,8.03,TO,1738372112
481,gulf shores,30.246,-87.7008,16.12,76,0,3.6,US,1738372114
482,nuuk,64.1835,-51.7216,-4.66,93,100,3.09,GL,1738372083
483,north bend,43.4065,-124.2243,11.81,93,100,5.14,US,1738371825
484,taybad,34.74,60.7756,-0.67,71,0,3.07,IR,1738372119
485,lensk,60.7253,114.9278,-26.01,99,100,1.1,RU,1738372120
486,hammerfest,70.6634,23.6821,-1.75,93,100,0.51,NO,1738372121
487,itamaraca,-7.7478,-34.8256,26.38,73,0,3.29,BR,1738372122
488,san juan,-31.5375,-68.5364,33.52,26,0,7.18,AR,1738371837
489,medicine hat,50.0501,-110.6683,3.24,66,100,3.09,CA,1738371601
490,rikaze,29.25,88.8833,-5.62,35,1,0.96,CN,1738372125
491,ga-rankuwa,-25.6169,27.9947,23.75,60,97,2.96,ZA,1738372126
492,conceicao do araguaia,-8.2578,-49.2647,24.04,89,100,1.39,BR,1738372127
493,safi,32.1667,-8.8333,8.56,79,0,4.43,MA,1738372129
494,thames,-37.1333,175.5333,23.98,60,100,2.73,NZ,1738372130
495,ramadi,33.4226,43.3058,9.79,33,6,0.73,IQ,1738372131
496,karasburg,-28.0167,18.75,19.79,52,5,3.02,NA,1738372132
497,kosmach,48.7509,24.3673,0.93,97,100,1.99,UA,1738372133
498,kaliua,-5.0606,31.7936,17.96,96,95,1.41,TZ,1738372134
499,bel ombre,-4.6167,55.4167,26.91,77,98,8.3,SC,1738372135
500,papao,-17.75,-149.55,31.82,74,82,2.58,PF,1738372136
501,port augusta,-32.5,137.7667,33.85,13,0,3.29,AU,1738372137
502,petrozavodsk,61.7849,34.3469,-3.56,95,100,0.94,RU,1738372138
503,slavyanka,42.8633,131.3847,-10.41,65,9,1.99,RU,1738372139
504,sopela,43.3789,-2.9831,7.67,83,100,2.57,ES,1738372140
505,wellington,-41.2866,174.7756,20.81,73,40,9.26,NZ,1738372097
506,kavalerovo,44.2661,135.0572,-13.0,68,5,2.91,RU,1738372142
507,barcelos,41.5388,-8.6151,9.89,84,100,0.45,PT,1738372081
508,collie,-33.3667,116.15,22.17,45,0,3.78,AU,1738372145
509,lishu,43.3047,124.3278,-14.73,80,12,0.98,CN,1738372146
510,senanga,-16.1167,23.2667,18.99,95,93,1.82,ZM,1738372147
511,cabedelo,-6.9811,-34.8339,26.37,59,90,4.87,BR,1738372148
512,rawson,-43.3002,-65.1023,15.86,60,0,8.56,AR,1738372149
513,freetown,8.484,-13.2299,24.79,81,52,2.2,SL,1738372150
514,lapeer,43.0514,-83.3188,-1.0,80,100,6.17,US,1738372032
515,queenstown,-31.8976,26.8753,16.85,85,78,1.87,ZA,1738371609
516,merizo village,13.2658,144.6691,29.99,74,52,9.47,GU,1738372153
517,karratha,-20.7377,116.8463,32.96,58,6,3.39,AU,1738372154
518,camayenne,9.535,-13.6878,25.88,75,3,4.93,GN,1738372155
519,palmas,-10.2128,-48.3603,25.93,89,20,1.54,BR,1738371572
520,saint-joseph,-21.3667,55.6167,25.21,80,20,4.25,RE,1738372157
521,calatayud,41.3535,-1.6432,2.22,69,0,2.44,ES,1738372159
522,okahandja,-21.9833,16.9167,20.96,35,10,1.57,NA,1738372160
523,deder,9.3167,41.45,11.16,53,0,1.99,ET,1738372161
524,maxixe,-23.8597,35.3472,24.71,80,0,2.86,MZ,1738372162
525,motril,36.7507,-3.5179,10.24,67,68,2.11,ES,1738372163
526,val-d'or,48.1002,-77.7828,-24.91,100,98,1.88,CA,1738372164
527,lang son,21.8333,106.7333,16.52,83,96,1.9,VN,1738372165
528,la'ie,21.6477,-157.9253,28.36,70,14,6.1,US,1738372166
529,durban,-29.8579,31.0292,24.42,83,99,7.01,ZA,1738372167
530,laojunmiao,39.8333,97.7333,-8.8,59,100,0.83,CN,1738372081
531,carnarvon,-24.8667,113.6333,30.06,54,8,8.32,AU,1738372169
532,pustoshka,56.3355,29.369,4.15,95,100,3.12,RU,1738372170
533,mar del plata,-38.0023,-57.5575,23.94,77,0,3.09,AR,1738371619
534,zeya,53.75,127.2667,-17.39,87,100,0.61,RU,1738372172
535,qui nhon,13.7667,109.2333,20.62,78,97,2.37,VN,1738372174
536,dolinsk,47.35,142.8,-5.46,81,97,1.49,RU,1738372175
537,broken hill,-31.95,141.4333,32.92,26,0,5.1,AU,1738372176
538,hawera,-39.5917,174.2833,19.94,73,100,4.09,NZ,1738372177
539,napili-honokowai,20.9708,-156.6705,25.22,76,17,7.24,US,1738372178
540,blenheim,-41.516,173.9528,23.62,63,100,0.45,NZ,1738371903
541,banska stiavnica,48.4486,18.91,-1.2,88,100,1.67,SK,1738372181
542,tocopilla,-22.092,-70.1979,22.51,77,3,3.27,CL,1738371713
543,shahrak,34.1074,64.3052,-17.82,93,11,2.81,AF,1738372183
544,naracoorte,-36.9579,140.7383,29.96,20,0,2.43,AU,1738372184
545,uray,60.1247,64.7758,-10.47,98,100,0.78,RU,1738372185
546,tommot,58.9564,126.2925,-25.53,97,100,0.08,RU,1738372186
547,nantucket,41.2835,-70.0995,4.52,93,100,4.12,US,1738371955
548,ridder,50.355,83.5133,-12.32,98,100,0.8,KZ,1738372189
549,massawa,15.6097,39.45,25.33,67,17,1.6,ER,1738372190
550,riviere-du-loup,47.8304,-69.5342,-17.46,94,58,2.1,CA,1738372191
551,khasab,26.1799,56.2477,16.02,56,0,2.5,OM,1738372192
552,ta`u,-14.2336,-169.5144,27.97,78,97,8.16,AS,1738372193
553,fellsmere,27.7678,-80.6014,22.19,89,0,2.75,US,1738372194
